Education,Marital_Status,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Age,Count_Children,Total_Value
Graduation,Single,55801.0,35.0,6.0,7.0,2.0,6.0,7.0,0,48.0,2.0,527.0
Graduation,Married,92955.0,35.0,1.0,6.0,7.0,9.0,2.0,1,50.0,0.0,1778.0
Graduation,Together,56534.0,35.0,4.0,10.0,4.0,7.0,8.0,1,55.0,1.0,815.0
Graduation,Single,69627.0,35.0,2.0,8.0,2.0,11.0,5.0,0,61.0,1.0,861.0
Master,Divorced,78579.0,35.0,1.0,5.0,6.0,4.0,3.0,1,53.0,0.0,1812.0
Graduation,Together,44964.0,35.0,1.0,1.0,0.0,3.0,8.0,0,43.0,2.0,41.0
PhD,Single,30899.0,35.0,2.0,1.0,0.0,3.0,6.0,0,49.0,1.0,33.0
PhD,Divorced,78825.0,35.0,1.0,5.0,10.0,13.0,3.0,1,59.0,0.0,895.0
Graduation,Married,25545.0,35.0,3.0,2.0,2.0,3.0,6.0,1,36.0,1.0,210.0
PhD,Widow,47111.0,35.0,6.0,3.0,2.0,10.0,9.0,0,52.0,1.0,1092.0
PhD,Single,49667.0,35.0,2.0,5.0,10.0,5.0,8.0,1,68.0,0.0,1396.0
Master,Together,66000.0,36.0,1.0,1.0,3.0,5.0,1.0,0,76.0,0.0,711.0
PhD,Together,46910.0,36.0,2.0,2.0,0.0,3.0,6.0,0,59.0,2.0,68.0
Basic,Married,25224.0,36.0,2.0,1.0,1.0,3.0,3.0,0,51.0,1.0,46.0
Graduation,Together,77382.0,36.0,2.0,5.0,7.0,12.0,1.0,0,55.0,1.0,1121.0
PhD,Divorced,28420.0,36.0,1.0,1.0,0.0,2.0,6.0,0,56.0,1.0,13.0
Graduation,Divorced,32952.0,36.0,1.0,2.0,0.0,3.0,7.0,0,46.0,1.0,55.0
Graduation,Married,46149.0,36.0,5.0,5.0,1.0,7.0,5.0,0,48.0,1.0,362.0
PhD,Together,83532.0,36.0,1.0,4.0,6.0,4.0,1.0,0,54.19419642857143,0.0,1853.0
PhD,Together,73059.0,36.0,1.0,9.0,3.0,13.0,4.0,0,76.0,1.0,1095.0
PhD,Together,73059.0,36.0,1.0,9.0,3.0,13.0,4.0,0,76.0,1.0,1095.0
Graduation,Married,35701.0,36.0,1.0,1.0,0.0,3.0,6.0,0,64.0,0.0,46.0
Master,Single,89616.0,36.0,1.0,7.0,5.0,12.0,2.0,1,40.0,0.0,1644.0
Graduation,Together,105471.0,36.0,0.0,9.0,8.0,13.0,3.0,1,53.0,0.0,1724.0
Master,Widow,78427.0,36.0,3.0,3.0,7.0,10.0,3.0,1,75.0,0.0,1930.0
Graduation,Married,22518.0,36.0,2.0,2.0,1.0,2.0,5.0,1,37.0,1.0,61.0
Graduation,Married,59809.0,36.0,3.0,3.0,3.0,6.0,8.0,0,47.0,2.0,877.0
Graduation,Single,39660.0,36.0,3.0,7.0,1.0,3.0,9.0,1,41.0,1.0,299.0
2n Cycle,Together,52203.0,36.0,1.0,8.0,7.0,11.0,6.0,0,73.0,0.0,939.0
PhD,Divorced,35860.0,37.0,2.0,1.0,1.0,2.0,5.0,1,50.0,2.0,49.0
PhD,Divorced,35860.0,37.0,2.0,1.0,1.0,2.0,5.0,0,50.0,2.0,49.0
PhD,Divorced,35860.0,37.0,2.0,1.0,1.0,2.0,5.0,0,50.0,2.0,49.0
PhD,Divorced,35860.0,37.0,2.0,1.0,1.0,2.0,5.0,1,50.0,2.0,49.0
PhD,Widow,76842.0,37.0,1.0,1.0,8.0,7.0,0.0,0,73.0,0.0,1130.0
Graduation,Single,15033.0,37.0,1.0,1.0,0.0,3.0,3.0,0,72.0,0.0,19.0
PhD,Married,67353.0,37.0,5.0,5.0,6.0,12.0,2.0,0,53.0,1.0,913.0
2n Cycle,Married,17003.0,37.0,3.0,2.0,0.0,4.0,5.0,0,48.0,1.0,38.0
Master,Together,65735.0,37.0,5.0,6.0,2.0,6.0,7.0,0,58.0,2.0,395.0
Graduation,Widow,45684.0,37.0,1.0,1.0,0.0,2.0,7.0,0,52.0,1.0,28.0
Graduation,Together,21918.0,37.0,2.0,2.0,0.0,3.0,6.0,0,54.0,1.0,33.0
Graduation,Married,51267.0,37.0,4.0,3.0,3.0,5.0,4.0,0,45.0,2.0,270.0
Graduation,Together,59868.0,37.0,2.325,11.0,2.0,12.0,6.0,0,51.0,1.0,1194.0
Graduation,Married,51373.0,37.0,1.0,3.0,5.0,3.0,4.0,0,32.0,0.0,393.0
Master,Together,46692.0,37.0,3.0,6.0,1.0,5.0,6.0,0,65.0,1.0,397.0
Master,Together,52253.58839285714,37.0,0.0,1.0,0.0,1.0,1.0,0,52.0,1.0,59.0
PhD,Married,54432.0,37.0,1.0,1.0,0.0,3.0,4.0,0,73.0,0.9504464285714286,38.0
Graduation,Single,79607.0,37.0,1.0,3.0,6.0,6.0,1.0,1,39.0,0.0,1923.0
Graduation,Divorced,51813.0,37.0,2.0,2.0,0.0,3.0,7.0,0,51.0,2.0,63.0
Basic,Married,17487.0,37.0,1.0,1.0,0.0,2.0,7.0,0,34.0,1.0,18.0
PhD,Together,40706.0,37.0,4.0,3.0,0.0,4.0,7.0,0,55.0,0.9504464285714286,81.0
PhD,Divorced,62859.0,37.0,4.0,9.0,4.0,6.0,6.0,0,64.0,1.0,1307.0
Graduation,Married,61074.0,37.0,2.325,11.0,5.0,8.0,7.0,0,65.0,1.0,1102.0
Graduation,Widow,43638.0,37.0,2.0,4.0,1.0,4.0,7.0,0,54.0,1.0,201.0
Graduation,Married,58116.0,38.0,2.0,3.0,3.0,8.0,2.0,0,67.0,1.0,443.0
PhD,Widow,62187.0,38.0,3.0,6.0,2.0,10.0,4.0,0,54.0,1.0,636.0
Graduation,Single,46344.0,38.0,2.0,1.0,1.0,2.0,5.0,0,69.0,2.0,27.0
Graduation,Married,77353.0,38.0,2.0,6.0,4.0,8.0,4.0,0,43.0,1.0,670.0
PhD,Single,69759.0,38.0,3.0,4.0,6.0,5.0,3.0,1,57.0,0.0,1029.0
Graduation,Divorced,21846.0,38.0,4.0,4.0,0.0,3.0,8.0,0,37.0,1.0,84.0
Graduation,Together,76532.0,38.0,4.0,9.0,5.0,7.0,5.0,0,48.0,2.0,820.0
Master,Married,70053.0,38.0,3.0,8.0,5.0,10.0,5.0,0,58.0,1.0,1012.0
2n Cycle,Single,75342.0,38.0,1.0,5.0,2.0,10.0,4.0,0,65.0,1.0,563.0
Master,Together,27590.0,38.0,1.0,1.0,0.0,2.0,7.0,0,41.0,1.0,12.0
Graduation,Married,51148.0,38.0,4.0,5.0,1.0,6.0,6.0,0,50.0,2.0,315.0
Graduation,Divorced,33378.0,38.0,3.0,2.0,0.0,4.0,7.0,0,60.0,2.0,99.0
PhD,Married,32644.0,38.0,4.0,7.0,1.0,6.0,8.0,0,50.0,1.0,413.0
PhD,Married,33581.0,38.0,1.0,1.0,0.0,2.0,8.0,0,54.0,2.0,17.0
2n Cycle,Married,12393.0,38.0,1.0,2.0,0.0,3.0,9.0,0,45.0,0.0,57.0
PhD,Single,42710.0,38.0,2.0,4.0,5.0,3.0,6.0,0,39.0,1.0,406.0
2n Cycle,Married,82347.0,38.0,1.0,7.0,7.0,10.0,3.0,0,66.0,0.0,1853.0
2n Cycle,Married,82347.0,38.0,1.0,7.0,7.0,10.0,3.0,1,66.0,0.0,1853.0
PhD,Married,22554.0,38.0,4.0,2.0,0.0,4.0,5.0,0,68.0,2.0,41.0
Graduation,Married,17323.0,38.0,1.0,1.0,0.0,3.0,8.0,0,36.0,0.0,46.0
Graduation,Divorced,62204.0,38.0,1.0,4.0,5.0,12.0,3.0,0,63.0,2.0,946.0
PhD,Widow,78028.0,38.0,1.0,6.0,4.0,9.0,7.0,1,67.0,1.0,528.0
Graduation,Divorced,63887.0,38.0,5.0,9.0,6.0,12.0,6.0,0,61.0,1.0,1245.0
PhD,Together,32727.0,38.0,2.0,7.0,3.0,5.0,8.0,0,58.0,0.0,529.0
Graduation,Together,29103.0,38.0,2.0,1.0,0.0,3.0,9.0,0,38.0,1.0,48.0
Graduation,Married,61482.0,39.0,1.0,3.0,2.0,6.0,2.0,0,58.0,0.0,299.0
Graduation,Single,20587.0,39.0,1.0,1.0,1.0,2.0,7.0,0,53.0,1.0,25.0
Graduation,Single,20587.0,39.0,1.0,1.0,1.0,2.0,7.0,0,53.0,1.0,25.0
PhD,Together,52190.0,39.0,3.0,2.0,1.0,3.0,5.0,0,47.0,2.0,77.0
Graduation,Together,48186.0,39.0,3.0,4.0,1.0,4.0,7.0,0,49.0,1.0,219.0
Graduation,Married,19329.0,39.0,3.0,4.0,0.0,3.0,8.0,0,55.0,1.0,60.0
Master,Married,34109.0,39.0,1.0,0.0,0.0,3.0,4.0,0,52.0,1.0,22.0
Graduation,Married,23477.0,39.0,3.0,3.0,0.0,4.0,8.0,0,37.0,1.0,147.0
PhD,Together,47472.0,39.0,2.0,2.0,0.0,4.0,5.0,0,57.0,2.0,75.0
PhD,Divorced,14849.0,39.0,3.0,2.0,0.0,4.0,8.0,0,47.0,1.0,65.0
2n Cycle,Married,26224.0,39.0,3.0,2.0,1.0,3.0,6.0,0,45.0,1.0,63.0
PhD,Single,27238.0,39.0,3.0,3.0,0.0,3.0,9.0,0,61.0,2.0,57.0
Master,Together,52917.0,39.0,2.0,4.0,2.0,6.0,5.0,0,53.0,1.0,317.0
Graduation,Single,57967.0,39.0,5.0,4.0,2.0,8.0,5.0,0,61.0,1.0,468.0
PhD,Widow,51569.0,39.0,4.0,7.0,1.0,7.0,8.0,1,74.0,1.0,467.0
PhD,Married,72550.0,39.0,2.325,5.0,2.0,12.0,8.0,0,69.0,2.0,1319.0
Master,Married,44511.0,39.0,6.0,8.0,4.0,8.0,8.0,0,53.0,1.0,727.0
2n Cycle,Married,62972.0,39.0,2.0,7.0,4.0,3.0,6.0,1,68.0,1.0,587.0
2n Cycle,Married,62972.0,39.0,2.0,7.0,4.0,3.0,6.0,0,68.0,1.0,587.0
PhD,Together,77845.0,40.0,1.0,3.0,5.0,12.0,1.0,0,34.0,0.0,1346.0
PhD,Married,36663.0,40.0,1.0,1.0,1.0,3.0,2.0,0,48.0,1.0,35.0
Master,Married,53204.0,40.0,1.0,1.0,0.0,3.0,4.0,0,47.0,2.0,45.0
Master,Married,21059.0,40.0,3.0,3.0,0.0,3.0,6.0,0,41.0,1.0,44.0
Master,Married,67087.0,40.0,2.0,7.0,5.0,8.0,4.0,0,70.0,1.0,794.0
Graduation,Single,73892.0,40.0,1.0,3.0,2.6620535714285714,8.0,1.0,1,70.0,0.0,1507.0
Graduation,Together,75114.0,40.0,1.0,3.0,10.0,5.0,2.0,0,31.0,0.0,1253.0
Graduation,Married,42192.0,40.0,1.0,2.0,1.0,3.0,4.0,0,75.0,0.0,100.0
Graduation,Married,31454.0,40.0,3.0,2.0,0.0,3.0,8.0,0,63.0,2.0,48.0
Graduation,Together,22775.0,40.0,1.0,1.0,0.0,2.0,8.0,0,45.0,1.0,15.0
Graduation,Together,22775.0,40.0,1.0,1.0,0.0,2.0,8.0,0,45.0,1.0,15.0
Graduation,Together,31590.0,40.0,1.0,1.0,0.0,3.0,8.0,0,51.0,1.0,38.0
Graduation,Married,80134.0,40.0,2.0,5.0,3.0,6.0,6.0,1,51.0,1.0,1690.0
Graduation,Married,80134.0,40.0,2.0,5.0,3.0,6.0,6.0,1,51.0,1.0,1690.0
Basic,Married,14188.0,40.0,1.0,2.0,0.0,4.0,6.0,0,51.0,0.0,75.0
PhD,Married,18169.0,40.0,1.0,1.0,0.0,2.0,8.0,0,38.0,1.0,21.0
Graduation,Married,62503.0,40.0,4.0,8.0,3.0,11.0,5.0,0,67.0,1.0,973.0
Graduation,Married,46734.0,40.0,2.0,6.0,1.0,5.0,7.0,0,69.0,1.0,330.0
PhD,Single,68126.0,40.0,1.0,7.0,4.0,5.0,9.0,1,32.0,0.0,1820.0
PhD,Married,52869.0,40.0,3.0,3.0,1.0,4.0,7.0,1,69.0,2.0,172.0
Graduation,Single,26576.0,40.0,1.0,1.0,0.0,2.0,9.0,1,37.0,1.0,27.0
Graduation,Single,75825.0,40.0,0.0,5.0,8.0,9.0,4.0,1,47.0,0.0,2209.0
Graduation,Married,57045.0,40.0,3.0,4.0,2.0,9.0,3.0,0,73.0,1.0,454.0
2n Cycle,Together,34984.0,40.0,2.0,1.0,0.0,3.0,7.0,0,48.0,2.0,38.0
Graduation,Married,27803.0,40.0,2.0,3.0,0.0,4.0,8.0,0,50.0,1.0,176.0
PhD,Married,69283.0,41.0,4.0,7.0,3.0,13.0,5.0,0,48.0,1.0,904.0
Basic,Single,18746.0,41.0,2.0,3.0,0.0,3.0,6.0,0,31.0,1.0,64.0
2n Cycle,Married,70924.0,41.0,1.0,6.0,6.0,7.0,3.0,0,58.0,0.0,1363.0
2n Cycle,Married,70924.0,41.0,1.0,6.0,6.0,7.0,3.0,0,58.0,0.0,1363.0
2n Cycle,Together,69401.0,41.0,4.0,4.0,4.0,5.0,2.0,0,50.0,1.0,690.0
Master,Divorced,75012.0,41.0,1.0,3.0,8.0,11.0,1.0,0,47.0,0.0,1027.0
Master,Together,85738.0,41.0,1.0,3.0,6.0,11.0,1.0,0,45.0,0.0,1371.0
Graduation,Together,60934.0,41.0,2.0,6.0,4.0,11.0,4.0,0,48.0,1.0,873.0
Master,Married,27161.0,41.0,1.0,1.0,0.0,3.0,7.0,0,37.0,1.0,52.0
PhD,Divorced,64325.0,41.0,5.0,10.0,3.0,5.0,7.0,0,62.0,1.0,1307.0
Basic,Married,18978.0,41.0,1.0,1.0,0.0,3.0,8.0,0,50.0,1.0,37.0
Graduation,Married,41124.0,41.0,2.325,7.0,3.0,4.0,8.0,0,46.0,1.0,506.0
PhD,Single,39684.0,41.0,2.0,2.0,1.0,2.0,7.0,1,39.0,1.0,81.0
PhD,Married,53378.0,41.0,2.325,9.0,4.0,6.0,8.0,1,60.0,2.0,793.0
Graduation,Married,37040.0,41.0,1.0,4.0,2.0,5.0,8.0,0,41.0,0.0,316.0
Master,Married,78710.0,42.0,3.0,7.0,6.0,12.0,4.0,0,46.0,1.0,1092.0
Graduation,Married,92910.0,42.0,1.0,6.0,7.0,13.0,1.0,0,37.0,0.0,1795.0
Graduation,Together,36283.0,42.0,2.0,1.0,0.0,3.0,4.0,0,47.0,2.0,29.0
PhD,Together,79632.0,42.0,1.0,6.0,4.0,9.0,2.0,0,49.0,0.0,1113.0
Graduation,Together,28587.0,42.0,3.0,2.0,0.0,4.0,6.0,0,45.0,1.0,78.0
Graduation,Together,88325.0,42.0,1.0,6.0,2.0,9.0,2.0,0,42.0,0.0,1623.0
Master,Married,51412.0,42.0,2.0,3.0,2.0,4.0,4.0,0,65.0,1.0,195.0
2n Cycle,Divorced,63998.0,42.0,1.0,7.0,6.0,11.0,4.0,1,71.0,0.0,1168.0
2n Cycle,Single,38593.0,42.0,3.0,4.0,1.0,3.0,8.0,0,45.0,1.0,177.0
Master,Married,27889.0,42.0,1.0,1.0,1.0,2.0,6.0,0,46.0,1.0,26.0
2n Cycle,Single,45889.0,42.0,1.0,1.0,0.0,3.0,6.0,0,43.0,1.0,46.0
PhD,Together,56575.0,42.0,3.0,7.0,3.0,7.0,5.0,0,56.0,2.0,542.0
Basic,Single,16014.0,42.0,4.0,1.0,1.0,4.0,3.0,0,44.0,2.0,38.0
Master,Divorced,61331.0,42.0,5.0,11.0,1.0,6.0,8.0,0,65.0,2.0,632.0
Master,Single,70893.0,42.0,1.0,6.0,6.0,10.0,3.0,0,47.0,0.0,1508.0
Graduation,Married,2447.0,42.0,2.325,0.0,2.6620535714285714,0.0,1.0,0,44.0,1.0,1730.0
Graduation,Single,64849.0,42.0,1.0,9.0,3.0,6.0,5.0,1,66.0,0.0,1336.0
Graduation,Married,42387.0,42.0,5.0,8.0,1.0,7.0,8.0,0,34.0,1.0,684.0
2n Cycle,Single,80617.0,42.0,1.0,4.0,6.0,8.0,2.0,0,28.0,0.0,1435.0
Graduation,Together,54006.0,42.0,2.0,8.0,1.0,7.0,7.0,0,38.0,1.0,581.0
Graduation,Together,16531.0,43.0,3.0,3.0,0.0,3.0,7.0,0,45.0,1.0,44.0
PhD,Together,30843.0,43.0,2.0,1.0,1.0,2.0,5.0,0,57.0,2.0,35.0
PhD,Married,18988.0,43.0,2.0,1.0,0.0,3.0,7.0,0,39.0,1.0,16.0
PhD,Married,81051.0,43.0,1.0,5.0,5.0,12.0,2.0,0,58.0,0.0,1501.0
Graduation,Single,39747.0,43.0,3.0,5.0,1.0,4.0,8.0,0,35.0,1.0,273.0
PhD,Single,34554.0,43.0,2.0,2.0,0.0,3.0,6.0,0,64.0,1.0,55.0
PhD,Married,52854.0,43.0,2.0,2.0,1.0,4.0,5.0,0,64.0,2.0,116.0
Graduation,Together,81205.0,43.0,1.0,5.0,6.0,7.0,2.0,1,53.0,0.0,2009.0
PhD,Married,69084.0,43.0,2.0,7.0,3.0,13.0,8.0,0,53.0,1.0,1586.0
PhD,Married,69084.0,43.0,2.0,7.0,3.0,13.0,8.0,0,53.0,1.0,1586.0
PhD,Married,65352.0,43.0,2.0,4.0,2.0,8.0,4.0,0,49.0,1.0,405.0
Graduation,Married,22063.0,43.0,2.0,2.0,0.0,3.0,7.0,0,51.0,1.0,55.0
Graduation,Single,47691.0,43.0,1.0,1.0,0.0,2.0,6.0,0,44.0,1.0,21.0
PhD,Married,29187.0,43.0,1.0,1.0,0.0,3.0,8.0,0,55.0,1.0,34.0
Graduation,Single,72504.0,43.0,2.0,5.0,9.0,6.0,2.0,0,51.0,1.0,1478.0
Graduation,Divorced,33986.0,43.0,1.0,1.0,0.0,3.0,7.0,0,53.0,1.0,44.0
Master,Together,42386.0,43.0,1.0,3.0,0.0,3.0,8.0,0,37.0,1.0,100.0
Master,Together,42386.0,43.0,1.0,3.0,0.0,3.0,8.0,0,37.0,1.0,100.0
PhD,Divorced,36957.0,43.0,4.0,3.0,2.0,2.0,9.0,1,70.0,2.0,152.0
Basic,Together,13724.0,43.0,1.0,2.0,0.0,2.0,9.0,0,35.0,1.0,58.0
Graduation,Married,42664.0,44.0,1.0,1.0,0.0,3.0,6.0,0,56.0,1.0,24.0
PhD,Together,37334.0,44.0,4.0,3.0,0.0,4.0,4.0,0,65.0,2.0,62.0
2n Cycle,Married,78497.0,44.0,1.0,5.0,7.0,12.0,2.0,0,72.0,0.0,978.0
2n Cycle,Married,78497.0,44.0,1.0,5.0,7.0,12.0,2.0,0,72.0,0.0,978.0
2n Cycle,Together,58821.0,44.0,1.0,9.0,2.0,9.0,6.0,0,67.0,1.0,728.0
Graduation,Together,58398.0,44.0,3.0,5.0,4.0,8.0,4.0,0,70.0,0.0,596.0
Master,Married,80950.0,44.0,1.0,6.0,7.0,9.0,2.0,0,62.0,0.0,1213.0
PhD,Married,30732.0,44.0,4.0,4.0,1.0,4.0,8.0,0,43.0,1.0,185.0
2n Cycle,Single,89572.0,44.0,1.0,7.0,7.0,9.0,4.0,1,57.0,0.0,2059.0
Graduation,Single,57107.0,44.0,2.325,4.0,4.0,8.0,8.0,1,55.0,1.0,416.0
Graduation,Single,76467.0,44.0,2.0,2.0,5.0,5.0,6.0,1,53.0,1.0,1575.0
Graduation,Single,52720.0,45.0,1.0,1.0,0.0,2.0,7.0,0,66.0,2.0,18.0
Graduation,Together,51315.0,45.0,1.0,2.0,2.0,5.0,2.0,0,75.0,0.0,222.0
Graduation,Single,43602.0,45.0,3.0,3.0,1.0,2.0,6.0,0,57.0,2.0,68.0
Graduation,Single,38643.0,45.0,2.0,2.0,0.0,3.0,7.0,0,45.0,2.0,49.0
Graduation,Single,49090.0,45.0,3.0,7.0,2.0,9.0,7.0,0,72.0,1.0,688.0
Graduation,Married,70617.0,45.0,1.0,3.0,3.0,7.0,2.0,0,53.0,0.0,1280.0
PhD,Married,67536.0,45.0,3.0,11.0,5.0,11.0,8.0,0,53.0,1.0,1829.0
Graduation,Married,27573.0,45.0,4.0,5.0,1.0,4.0,8.0,0,48.0,1.0,244.0
2n Cycle,Divorced,13533.0,45.0,2.0,2.0,0.0,3.0,7.0,0,44.0,1.0,48.0
Graduation,Married,50725.0,45.0,4.0,8.0,1.0,8.0,8.0,0,70.0,1.0,586.0
Graduation,Together,25851.0,45.0,2.0,2.0,0.0,3.0,7.0,0,45.0,1.0,48.0
Graduation,Married,57113.0,45.0,6.0,4.0,1.0,5.0,7.0,0,45.0,2.0,263.0
Master,Together,62847.0,45.0,1.0,3.0,6.0,4.0,2.0,0,78.0,0.0,1612.0
Graduation,Single,68627.0,45.0,1.0,2.0,3.0,6.0,1.0,0,41.0,0.0,825.0
Graduation,Married,25271.0,45.0,1.0,1.0,1.0,2.0,9.0,0,40.0,1.0,50.0
Graduation,Single,63810.0,45.0,4.0,4.0,3.0,12.0,8.0,0,57.0,1.0,1371.0
Graduation,Single,63810.0,45.0,4.0,4.0,3.0,12.0,8.0,0,57.0,1.0,1371.0
PhD,Together,65488.0,46.0,1.0,3.0,4.0,6.0,1.0,0,65.0,0.0,963.0
Master,Single,36927.0,46.0,2.0,3.0,0.0,3.0,8.0,0,68.0,2.0,71.0
Graduation,Married,22108.0,46.0,2.0,2.0,0.0,3.0,7.0,0,46.0,2.0,31.0
Graduation,Married,72025.0,46.0,1.0,4.0,8.0,13.0,2.0,1,74.0,0.0,1677.0
Graduation,Married,33183.0,46.0,2.0,4.0,0.0,3.0,7.0,0,48.0,1.0,120.0
Master,Together,23661.0,46.0,1.0,1.0,0.0,3.0,7.0,0,41.0,1.0,23.0
2n Cycle,Together,25315.0,46.0,3.0,3.0,0.0,3.0,8.0,0,46.0,1.0,54.0
Graduation,Single,45938.0,46.0,2.0,8.0,4.0,6.0,6.0,0,62.0,0.0,636.0
Graduation,Single,66951.0,46.0,1.0,3.0,4.0,7.0,1.0,0,35.0,0.0,1117.0
Graduation,Together,77298.0,46.0,1.0,6.0,6.0,11.0,3.0,0,44.0,1.0,969.0
Graduation,Together,77298.0,46.0,1.0,6.0,6.0,11.0,3.0,0,44.0,1.0,969.0
Master,Together,43018.0,46.0,1.0,2.0,2.0,2.0,5.0,0,49.0,1.0,133.0
Graduation,Married,75759.0,46.0,1.0,9.0,7.0,9.0,5.0,1,54.0,0.0,2486.0
PhD,Single,33996.0,46.0,1.0,1.0,1.0,3.0,4.0,0,34.0,0.0,71.0
PhD,Single,33996.0,46.0,1.0,1.0,1.0,3.0,4.0,0,34.0,0.0,71.0
Graduation,Divorced,54137.0,46.0,2.0,4.0,1.0,4.0,6.0,0,53.0,1.0,203.0
Graduation,Married,61223.0,46.0,2.0,9.0,3.0,4.0,5.0,0,56.0,1.0,1341.0
PhD,Divorced,69674.0,46.0,3.0,10.0,2.0,10.0,5.0,0,55.0,2.0,845.0
Master,Single,49494.0,46.0,2.0,6.0,1.0,5.0,7.0,0,51.0,1.0,385.0
Graduation,Together,51195.0,46.0,2.325,9.0,2.0,5.0,8.0,0,61.0,2.0,564.0
2n Cycle,Married,37284.0,46.0,1.0,0.0,0.0,3.0,6.0,0,48.0,2.0,23.0
2n Cycle,Married,37284.0,46.0,1.0,0.0,0.0,3.0,6.0,0,48.0,2.0,23.0
Graduation,Together,42011.0,46.0,4.0,3.0,1.0,4.0,8.0,0,45.0,1.0,189.0
Graduation,Divorced,70044.0,46.0,4.0,7.0,10.0,5.0,5.0,0,69.0,1.0,1504.0
Graduation,Together,46053.0,46.0,3.0,3.0,2.0,4.0,5.0,0,51.0,1.0,209.0
Basic,Married,24480.0,46.0,3.0,3.0,0.0,4.0,7.0,0,42.0,1.0,102.0
Graduation,Married,54233.0,46.0,4.0,11.0,6.0,5.0,8.0,0,46.0,1.0,981.0
Graduation,Single,36130.0,46.0,6.0,3.0,8.0,4.0,4.0,1,69.0,1.0,488.0
PhD,Together,56559.0,46.0,3.0,4.0,3.0,8.0,4.0,0,48.0,1.0,484.0
Master,Single,92859.0,46.0,1.0,5.0,4.0,12.0,2.0,0,31.0,0.0,2077.0
Graduation,Together,44010.0,46.0,6.0,10.0,2.0,6.0,9.0,0,43.0,1.0,662.0
Graduation,Married,80124.0,47.0,1.0,3.0,7.0,8.0,1.0,0,60.0,0.0,1495.0
Graduation,Married,80124.0,47.0,1.0,3.0,7.0,8.0,1.0,0,60.0,0.0,1495.0
Graduation,Married,50183.0,47.0,2.325,3.0,1.0,6.0,5.0,0,43.0,2.0,231.0
Graduation,Married,64722.0,47.0,4.0,8.0,2.0,11.0,6.0,0,52.0,1.0,805.0
PhD,Together,37395.0,47.0,1.0,1.0,0.0,3.0,6.0,0,47.0,1.0,39.0
Master,Married,29543.0,47.0,2.0,3.0,1.0,2.0,7.0,0,55.0,2.0,63.0
Graduation,Married,19514.0,47.0,4.0,3.0,1.0,2.0,8.0,1,55.0,2.0,69.0
Graduation,Married,19514.0,47.0,4.0,3.0,1.0,2.0,8.0,0,55.0,2.0,69.0
Graduation,Together,59481.0,47.0,2.0,3.0,3.0,8.0,2.0,0,48.0,1.0,461.0
Master,Single,91712.0,47.0,0.0,9.0,7.0,11.0,3.0,1,76.0,0.0,2217.0
Graduation,Together,80144.0,47.0,1.0,3.0,7.0,8.0,1.0,0,48.0,0.0,1367.0
PhD,Married,59973.0,47.0,1.0,3.0,4.0,7.0,1.0,0,51.0,0.0,382.0
PhD,Single,68352.0,47.0,3.0,8.0,5.0,9.0,6.0,0,49.0,1.0,871.0
Master,Single,81169.0,47.0,1.0,5.0,7.0,9.0,2.0,0,48.0,0.0,2089.0
Graduation,Married,61456.0,47.0,4.0,6.0,10.0,13.0,4.0,0,48.0,1.0,1388.0
Basic,Together,22634.0,47.0,1.0,2.0,1.0,2.0,8.0,0,57.0,0.0,96.0
Basic,Together,22634.0,47.0,1.0,2.0,1.0,2.0,8.0,0,57.0,0.0,96.0
Graduation,Married,23957.0,47.0,1.0,2.0,0.0,3.0,6.0,1,48.0,1.0,68.0
Graduation,Married,33471.0,47.0,3.0,3.0,0.0,4.0,7.0,0,50.0,1.0,93.0
PhD,Together,52157.0,48.0,2.0,3.0,2.0,5.0,4.0,0,73.0,1.0,265.0
PhD,Single,30298.0,48.0,1.0,1.0,1.0,3.0,3.0,0,38.0,0.0,28.0
PhD,Widow,56551.0,48.0,3.0,2.0,1.0,4.0,4.0,0,73.0,2.0,138.0
PhD,Widow,56551.0,48.0,3.0,2.0,1.0,4.0,4.0,0,73.0,2.0,138.0
Master,Single,65487.0,48.0,3.0,3.0,5.0,6.0,2.0,0,66.0,0.0,1169.0
Master,Together,65487.0,48.0,3.0,3.0,5.0,6.0,2.0,0,66.0,0.0,1169.0
Graduation,Single,44213.0,48.0,4.0,2.0,1.0,5.0,6.0,0,71.0,2.0,152.0
PhD,Married,40344.0,48.0,2.0,4.0,1.0,5.0,7.0,0,49.0,1.0,218.0
Graduation,Together,57867.0,48.0,2.325,7.0,2.0,9.0,6.0,0,45.0,1.0,612.0
Graduation,Married,25410.0,48.0,1.0,1.0,0.0,4.0,4.0,0,50.0,1.0,38.0
Graduation,Married,13260.0,48.0,4.0,3.0,0.0,3.0,8.0,0,53.0,2.0,49.0
Graduation,Married,42691.0,48.0,1.0,5.0,1.0,6.0,5.0,0,32.0,0.0,358.0
Master,Married,36138.0,48.0,5.0,3.0,1.0,4.0,7.0,0,53.0,2.0,151.0
Master,Married,57136.0,48.0,2.325,5.0,2.0,10.0,6.0,0,51.0,2.0,642.0
Graduation,Widow,58275.0,48.0,6.0,8.0,2.0,7.0,7.0,0,68.0,2.0,615.0
PhD,Divorced,54237.0,48.0,4.0,5.0,2.0,5.0,6.0,0,66.0,1.0,361.0
